N_unmapped	2161688	2161688	2161688
N_multimapping	0	0	0
N_noFeature	1438812	19982277	20165299
N_ambiguous	5012643	1153126	1138027
ENSG00000186827	14	7	8
ENSG00000186891	0	0	0
ENSG00000160072	3030	1490	1540
ENSG00000260179	14	7	7
ENSG00000234396	2	4	5
ENSG00000225972	11	9	2
ENSG00000224315	0	0	0
ENSG00000198744	30	15	15
ENSG00000279928	3	3	0
ENSG00000228037	1	1	0
ENSG00000142611	2	1	1
ENSG00000225630	165	96	70
ENSG00000131584	3399	1868	1852
ENSG00000227589	0	0	0
ENSG00000237402	0	0	0
ENSG00000284616	0	0	0
ENSG00000169972	416	403	422
ENSG00000157911	602	811	798
ENSG00000269896	5	4	1
ENSG00000237973	1197	715	713
ENSG00000224051	1474	738	736
ENSG00000228463	10	11	4
ENSG00000260972	0	0	0
ENSG00000157933	3467	1716	1751
ENSG00000162591	8044	4086	3958
ENSG00000224340	0	0	0
ENSG00000270035	0	0	0
ENSG00000169962	32	18	24
ENSG00000226545	0	0	0
ENSG00000233653	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	0	0
ENSG00000116285	1564	793	775
ENSG00000229280	0	0	0
ENSG00000142655	1034	853	676
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000284646	0	0	0
ENSG00000240409	1	1	0
ENSG00000229344	28	9	25
ENSG00000231510	0	0	0
ENSG00000149527	57	34	27
ENSG00000284739	0	0	0
ENSG00000171621	2905	1472	1433
ENSG00000272235	0	0	0
ENSG00000236679	0	0	1
ENSG00000284694	0	0	0
ENSG00000162441	807	419	395
ENSG00000230021	2	120	114
ENSG00000271264	0	0	0
ENSG00000287356	19	14	8
ENSG00000224387	3	1	2
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000227372	720	409	404
ENSG00000142583	3	2	1
ENSG00000223663	0	0	0
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	27	17	10
ENSG00000224338	0	0	0
ENSG00000074800	85631	42519	43136
ENSG00000116786	4147	2328	2459
ENSG00000287727	2	0	2
ENSG00000176022	1564	744	821
ENSG00000223989	0	99	91
ENSG00000228423	0	0	0
ENSG00000286448	0	2	4
ENSG00000162496	428	202	227
ENSG00000237365	0	0	0
ENSG00000131686	0	0	0
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	0	0	0
ENSG00000162494	0	0	0
ENSG00000173614	223	102	121
ENSG00000248527	4509	2241	2268
ENSG00000237728	3	3	0
ENSG00000215720	0	0	0
ENSG00000279804	0	0	0
ENSG00000241326	0	0	0
ENSG00000285701	1	1	0
ENSG00000233623	0	0	0
ENSG00000162592	2	44	37
ENSG00000116254	11	4	7
ENSG00000049245	5056	2475	2581
ENSG00000233645	0	0	0
ENSG00000234064	0	0	0
ENSG00000204624	9	8	4
ENSG00000284708	2	2	0
ENSG00000171603	9393	4866	4690
ENSG00000280113	0	0	0
ENSG00000142606	14	393	444
ENSG00000235146	0	0	0
ENSG00000162572	170	88	82
ENSG00000225931	1	0	1
ENSG00000236601	0	0	0
ENSG00000171729	571	287	288
ENSG00000228150	5	3	9
ENSG00000175262	2	0	2
ENSG00000279457	212	119	93
ENSG00000162571	3	3	1
ENSG00000231181	2	0	2
ENSG00000238173	0	0	0
ENSG00000158109	4942	2469	2474
ENSG00000229393	1	1	2
ENSG00000269978	2	0	2
ENSG00000037637	996	493	503
ENSG00000184163	42	22	20
ENSG00000287586	0	0	0
ENSG00000159423	433	240	193
ENSG00000142599	7452	3774	3679
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	1155	675	624
ENSG00000272482	0	0	1
ENSG00000284747	19	10	13
ENSG00000215912	11	9	2
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000142615	0	0	0
ENSG00000215704	1	4	5
ENSG00000157916	3520	2251	2275
ENSG00000157881	1433	716	717
ENSG00000116213	628	338	290
ENSG00000283611	1	1	0
ENSG00000238290	3	1	2
ENSG00000225387	0	0	0
ENSG00000048707	1667	853	814
ENSG00000158748	0	0	0
ENSG00000235643	0	0	0
ENSG00000225196	0	0	0
ENSG00000130762	103	55	48
ENSG00000162444	0	0	0
ENSG00000279169	0	0	0
ENSG00000279625	0	0	0
ENSG00000180758	237	127	110
ENSG00000231219	0	0	0
ENSG00000184677	1975	998	977
ENSG00000230679	2	11	15
ENSG00000270136	0	0	0
ENSG00000132879	1210	672	676
ENSG00000187545	0	0	0
ENSG00000288398	100	42	58
ENSG00000224621	6	4	2
ENSG00000239810	0	0	0
ENSG00000285833	0	1	2
ENSG00000116721	0	0	0
ENSG00000215785	0	0	0
ENSG00000131697	458	263	237
ENSG00000284692	0	0	0
ENSG00000284745	0	0	0
ENSG00000280222	0	0	0
ENSG00000188807	901	437	464
ENSG00000227634	0	0	0
ENSG00000198793	3121	1624	1663
ENSG00000078900	6	8	9
ENSG00000285945	0	0	0
ENSG00000171819	0	0	0
ENSG00000229162	0	0	0
ENSG00000197921	0	0	0
ENSG00000233755	0	0	0
ENSG00000116288	6000	3030	2970
ENSG00000238164	54	310	334
ENSG00000233929	2	1	1
ENSG00000271742	0	0	0
ENSG00000226396	17	11	6
ENSG00000232423	0	0	0
ENSG00000229247	0	0	0
ENSG00000169504	18331	9259	9072
ENSG00000224311	0	0	0
ENSG00000225159	44	27	17
ENSG00000272088	3	2	1
ENSG00000228338	0	0	0
ENSG00000181773	58	24	34
ENSG00000241547	23	16	7
ENSG00000224129	0	0	0
ENSG00000234166	0	9	11
ENSG00000237436	3	1	2
ENSG00000174950	0	0	0
ENSG00000235282	0	0	0
ENSG00000055070	6206	4506	4583
ENSG00000175087	164	80	84
ENSG00000171735	1079	537	542
ENSG00000157191	3929	2011	1922
ENSG00000284699	1	1	0
ENSG00000229985	0	0	0
ENSG00000230035	0	0	0
ENSG00000235185	0	0	0
ENSG00000236782	7	235	231
ENSG00000116663	173	95	78
ENSG00000225643	0	0	0
ENSG00000284666	0	0	0
ENSG00000243659	1	1	0
ENSG00000228943	0	0	0
ENSG00000232848	0	0	0
ENSG00000234397	0	0	0
ENSG00000284309	0	0	0
ENSG00000269925	9	4	5
ENSG00000162511	1539	1157	1138
ENSG00000158014	0	0	0
ENSG00000204138	2342	1220	1122
ENSG00000233419	0	0	0
ENSG00000235263	0	0	0
ENSG00000228176	0	0	0
ENSG00000231251	0	0	0
ENSG00000142675	4	1	3
ENSG00000197245	77	31	46
ENSG00000261025	0	0	0
ENSG00000116237	5610	3129	3147
ENSG00000158195	6228	3198	3030
ENSG00000130772	428	209	219
ENSG00000215899	0	0	0
ENSG00000237429	0	0	0
ENSG00000271398	0	0	2
ENSG00000225011	0	0	0
ENSG00000240731	66	31	35
ENSG00000235069	0	0	0
ENSG00000284676	0	0	0
ENSG00000237058	0	0	0
ENSG00000233399	0	0	0
ENSG00000090020	4600	2272	2328
ENSG00000225990	0	0	0
ENSG00000157978	1653	809	844
ENSG00000226944	2	3	1
ENSG00000270282	0	0	0
ENSG00000130770	2644	1323	1323
ENSG00000235131	0	0	0
ENSG00000229044	1	423	375
ENSG00000162512	1254	622	632
ENSG00000179840	0	0	0
ENSG00000272449	31	15	16
ENSG00000214973	7	0	7
ENSG00000158006	218	100	118
ENSG00000214812	0	0	0
ENSG00000142784	2139	1045	1094
ENSG00000227950	0	0	0
ENSG00000126698	6057	3088	2971
ENSG00000229447	12	7	5
ENSG00000229607	0	0	0
ENSG00000229994	32	17	15
ENSG00000130766	964	495	469
ENSG00000168528	3325	1682	1643
ENSG00000196581	0	0	0
ENSG00000169403	12	6	6
ENSG00000117676	597	285	312
ENSG00000225126	1	1	0
ENSG00000084628	13	4	9
ENSG00000060688	1286	656	630
ENSG00000171612	541	285	256
ENSG00000241169	0	0	0
ENSG00000270927	0	0	0
ENSG00000188910	0	0	0
ENSG00000230523	0	0	0
ENSG00000116138	917	491	561
ENSG00000231207	0	0	0
ENSG00000142765	9	6	3
ENSG00000158161	1098	558	540
ENSG00000270330	0	0	0
ENSG00000142684	0	230	229
ENSG00000234619	0	0	0
ENSG00000121769	25	6	20
ENSG00000157330	0	0	0
ENSG00000142627	25494	12782	12720
ENSG00000284668	0	0	0
ENSG00000233234	0	0	0
ENSG00000142632	164	95	89
ENSG00000234593	0	0	0
ENSG00000162490	32	15	17
ENSG00000158292	391	210	181
ENSG00000270605	17	8	13
ENSG00000238199	2	0	3
ENSG00000142733	1054	501	553
ENSG00000189337	411	207	208
ENSG00000270601	0	0	0
ENSG00000233268	0	0	0
ENSG00000232912	3	3	1
ENSG00000235084	9	2	7
ENSG00000235143	0	0	0
ENSG00000225478	0	0	0
ENSG00000225077	9	294	309
ENSG00000028137	310	149	161
ENSG00000223944	0	0	0
ENSG00000238249	2	1	1
ENSG00000227409	0	139	170
ENSG00000204464	0	0	0
ENSG00000233372	0	0	0
ENSG00000283259	0	0	0
ENSG00000142687	1489	860	799
ENSG00000284543	30	10	22
ENSG00000226166	0	0	0
ENSG00000130939	2684	1325	1360
ENSG00000175147	0	4	4
ENSG00000236266	1	24	33
ENSG00000127472	0	0	0
ENSG00000231103	0	0	0
ENSG00000060656	121	62	59
ENSG00000163867	271	130	141
ENSG00000232768	0	0	0
ENSG00000230214	0	0	0
ENSG00000189280	4	4	0
ENSG00000134698	760	359	401
ENSG00000134690	761	378	383
ENSG00000272420	0	0	0
ENSG00000224333	0	0	0
ENSG00000132881	173	79	94
ENSG00000273274	1	1	0
ENSG00000116251	1589	789	844
ENSG00000272510	0	55	41
ENSG00000158286	421	291	273
ENSG00000236648	0	0	0
ENSG00000232273	0	0	0
ENSG00000009709	0	0	0
ENSG00000287396	0	0	0
ENSG00000179002	0	0	0
ENSG00000223589	0	0	0
ENSG00000188984	0	0	0
ENSG00000229259	0	0	0
ENSG00000270171	1	0	1
ENSG00000158008	5	4	1
ENSG00000269732	0	0	0
ENSG00000130940	42	30	41
ENSG00000116771	135	74	100
ENSG00000237301	9	3	6
ENSG00000162585	1113	673	638
ENSG00000163879	42	42	37
ENSG00000227527	2	0	2
ENSG00000169991	2833	1380	1453
ENSG00000116954	1102	564	541
ENSG00000228589	86	45	41
ENSG00000163873	3	0	3
ENSG00000117215	0	0	0
ENSG00000196449	586	519	581
ENSG00000250575	0	0	0
ENSG00000237700	0	0	0
ENSG00000116661	434	292	280
ENSG00000230163	0	25	22
ENSG00000227538	0	0	0
ENSG00000232208	1	0	1
ENSG00000236500	0	0	0
ENSG00000044012	0	0	0
ENSG00000179051	3925	2210	2211
ENSG00000215895	17	7	10
ENSG00000231868	0	0	0
ENSG00000284650	0	0	0
ENSG00000237329	0	0	0
ENSG00000236948	0	0	0
ENSG00000270850	0	0	0
ENSG00000126067	4793	2473	2320
ENSG00000274944	0	0	0
ENSG00000132906	309	161	156
ENSG00000197312	985	447	538
ENSG00000284748	0	0	0
ENSG00000272078	7	22	14
ENSG00000173660	3669	1783	1891
ENSG00000224592	0	0	0
ENSG00000233728	0	7	6
ENSG00000230451	0	0	0
ENSG00000231606	1	1	0
ENSG00000215900	0	0	0
ENSG00000092847	2157	1088	1076
ENSG00000284632	0	0	0
ENSG00000204510	0	0	0
ENSG00000241014	8	5	3
ENSG00000054118	6350	3162	3189
ENSG00000254553	0	0	0
ENSG00000230415	28	15	13
ENSG00000284653	0	0	0
ENSG00000237749	0	0	0
ENSG00000276747	0	0	0
ENSG00000284705	0	0	0
ENSG00000287828	6	3	3
ENSG00000228776	0	0	0
ENSG00000228526	1014	577	515
ENSG00000159339	0	0	0
ENSG00000223814	0	0	0
ENSG00000197982	1121	840	798
ENSG00000225158	0	0	0
ENSG00000261781	0	0	0
ENSG00000183317	0	0	0
ENSG00000250894	0	0	0
ENSG00000183386	1939	974	965
ENSG00000284743	0	0	0
ENSG00000158315	35	35	36
ENSG00000243749	2	0	2
ENSG00000204084	233	123	143
ENSG00000186973	1	0	1
ENSG00000271806	0	0	1
ENSG00000146463	2868	1565	1612
ENSG00000279214	0	0	0
ENSG00000183520	1559	832	727
ENSG00000271164	0	0	0
ENSG00000271741	0	0	0
ENSG00000214141	0	0	0
ENSG00000142686	1644	830	814
ENSG00000224751	0	0	0
ENSG00000279096	0	0	0
ENSG00000117148	0	0	0
ENSG00000230585	0	0	1
ENSG00000117000	674	349	325
ENSG00000284989	0	0	0
ENSG00000178585	714	466	438
ENSG00000231630	0	0	0
ENSG00000092853	785	479	440
ENSG00000255811	0	0	0
ENSG00000134697	2703	1364	1376
ENSG00000187513	0	0	0
ENSG00000238145	0	0	0
ENSG00000225142	0	0	0
ENSG00000230138	0	0	0
ENSG00000223390	0	198	221
ENSG00000285823	0	0	0
ENSG00000284720	0	0	0
ENSG00000225028	0	0	0
ENSG00000225671	0	0	0
ENSG00000116151	102	55	51
ENSG00000226147	0	0	0
ENSG00000182873	19	8	11
ENSG00000286518	0	0	0
ENSG00000006555	0	0	0
ENSG00000236111	1	0	1
ENSG00000066056	26521	13456	13065
ENSG00000214114	141	66	75
ENSG00000173436	110	73	94
ENSG00000116544	10	6	4
ENSG00000231900	0	0	0
ENSG00000236723	2	68	80
ENSG00000232467	1	1	0
ENSG00000117016	26	18	8
ENSG00000121310	667	345	322
ENSG00000169213	6413	3240	3173
ENSG00000163866	1519	767	799
ENSG00000225779	0	0	0
ENSG00000284601	0	0	0
ENSG00000049249	2	2	0
ENSG00000237130	0	0	0
ENSG00000143001	0	0	1
ENSG00000229716	0	0	0
ENSG00000226133	0	0	0
ENSG00000227416	0	0	0
ENSG00000232335	0	72	62
ENSG00000260971	3	2	1
ENSG00000259832	0	0	0
ENSG00000284696	0	0	0
ENSG00000238242	0	0	0
ENSG00000285839	0	0	0
ENSG00000237290	0	0	0
ENSG00000232762	6	3	3
ENSG00000117419	1023	494	529
ENSG00000162384	582	304	322
ENSG00000162391	11	38	42
ENSG00000174348	13	4	15
