N_unmapped	2048070	2048070	2048070
N_multimapping	0	0	0
N_noFeature	1417529	18660207	18806995
N_ambiguous	4619741	1056707	1048437
ENSG00000186827	77	35	42
ENSG00000186891	1	1	0
ENSG00000160072	2015	1023	992
ENSG00000260179	10	7	3
ENSG00000234396	1	6	7
ENSG00000225972	18	5	13
ENSG00000224315	0	1	0
ENSG00000198744	43	19	24
ENSG00000279928	2	0	2
ENSG00000228037	3	3	0
ENSG00000142611	1	1	0
ENSG00000225630	210	117	93
ENSG00000131584	3223	1653	1814
ENSG00000227589	0	0	0
ENSG00000237402	0	0	0
ENSG00000284616	0	0	0
ENSG00000169972	392	364	341
ENSG00000157911	617	843	840
ENSG00000269896	18	6	12
ENSG00000237973	964	622	536
ENSG00000224051	1491	728	763
ENSG00000228463	18	14	9
ENSG00000260972	0	0	0
ENSG00000157933	2961	1452	1509
ENSG00000162591	7939	4000	3940
ENSG00000224340	0	0	0
ENSG00000270035	2	0	2
ENSG00000169962	20	20	12
ENSG00000226545	0	0	0
ENSG00000233653	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	1	0	1
ENSG00000116285	1055	522	536
ENSG00000229280	0	0	0
ENSG00000142655	1188	935	822
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000284646	0	0	0
ENSG00000240409	1	1	0
ENSG00000229344	17	12	14
ENSG00000231510	0	0	0
ENSG00000149527	23	7	19
ENSG00000284739	0	0	0
ENSG00000171621	3844	1937	1907
ENSG00000272235	0	0	0
ENSG00000236679	1	1	0
ENSG00000284694	0	0	0
ENSG00000162441	692	364	333
ENSG00000230021	3	102	114
ENSG00000271264	0	0	0
ENSG00000287356	32	19	18
ENSG00000224387	0	0	0
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000227372	802	480	449
ENSG00000142583	2	1	1
ENSG00000223663	0	0	0
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	26	18	10
ENSG00000224338	0	0	0
ENSG00000074800	54810	27159	27669
ENSG00000116786	3610	2103	2052
ENSG00000287727	4	2	2
ENSG00000176022	1842	881	961
ENSG00000223989	0	104	107
ENSG00000228423	0	0	0
ENSG00000286448	0	1	4
ENSG00000162496	1228	646	588
ENSG00000237365	0	0	0
ENSG00000131686	0	0	0
ENSG00000229305	1	0	1
ENSG00000284703	1	0	1
ENSG00000226457	5	5	0
ENSG00000162494	0	0	0
ENSG00000173614	304	139	165
ENSG00000248527	4275	2137	2138
ENSG00000237728	0	0	0
ENSG00000215720	0	0	0
ENSG00000279804	0	0	0
ENSG00000241326	0	0	0
ENSG00000285701	0	0	0
ENSG00000233623	0	0	0
ENSG00000162592	0	45	60
ENSG00000116254	12	4	8
ENSG00000049245	4365	2179	2186
ENSG00000233645	0	0	0
ENSG00000234064	0	0	0
ENSG00000204624	6	8	4
ENSG00000284708	0	0	0
ENSG00000171603	8526	4299	4354
ENSG00000280113	0	0	0
ENSG00000142606	11	449	423
ENSG00000235146	0	0	0
ENSG00000162572	168	82	86
ENSG00000225931	1	1	0
ENSG00000236601	0	0	0
ENSG00000171729	605	315	299
ENSG00000228150	5	5	5
ENSG00000175262	1	1	0
ENSG00000279457	190	80	110
ENSG00000162571	0	0	0
ENSG00000231181	2	1	1
ENSG00000238173	0	0	0
ENSG00000158109	4678	2431	2249
ENSG00000229393	0	2	1
ENSG00000269978	1	0	1
ENSG00000037637	947	476	471
ENSG00000184163	38	17	21
ENSG00000287586	0	0	0
ENSG00000159423	494	240	254
ENSG00000142599	7441	3673	3770
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	1241	710	646
ENSG00000272482	0	9	11
ENSG00000284747	21	11	13
ENSG00000215912	15	7	9
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000142615	1	1	0
ENSG00000215704	5	5	5
ENSG00000157916	3008	2083	1991
ENSG00000157881	1137	583	554
ENSG00000116213	631	343	288
ENSG00000283611	0	0	0
ENSG00000238290	4	1	3
ENSG00000225387	0	0	0
ENSG00000048707	1527	776	751
ENSG00000158748	1	0	1
ENSG00000235643	0	0	0
ENSG00000225196	0	0	0
ENSG00000130762	138	67	71
ENSG00000162444	1	0	1
ENSG00000279169	0	0	0
ENSG00000279625	0	0	0
ENSG00000180758	247	104	143
ENSG00000231219	0	0	0
ENSG00000184677	1629	825	804
ENSG00000230679	0	13	5
ENSG00000270136	0	0	0
ENSG00000132879	1436	802	800
ENSG00000187545	0	0	0
ENSG00000288398	175	82	93
ENSG00000224621	8	2	6
ENSG00000239810	0	0	0
ENSG00000285833	0	1	5
ENSG00000116721	0	0	0
ENSG00000215785	0	0	0
ENSG00000131697	563	297	303
ENSG00000284692	0	0	0
ENSG00000284745	0	0	0
ENSG00000280222	0	0	0
ENSG00000188807	611	301	310
ENSG00000227634	0	0	0
ENSG00000198793	2977	1615	1519
ENSG00000078900	8	6	11
ENSG00000285945	0	0	0
ENSG00000171819	1	0	1
ENSG00000229162	0	0	0
ENSG00000197921	0	0	0
ENSG00000233755	0	0	0
ENSG00000116288	5559	2767	2792
ENSG00000238164	74	402	399
ENSG00000233929	0	0	0
ENSG00000271742	0	0	0
ENSG00000226396	27	18	9
ENSG00000232423	0	0	0
ENSG00000229247	0	0	0
ENSG00000169504	19058	9550	9508
ENSG00000224311	0	0	0
ENSG00000225159	24	13	11
ENSG00000272088	3	2	1
ENSG00000228338	0	0	0
ENSG00000181773	64	33	31
ENSG00000241547	6	0	6
ENSG00000224129	0	0	0
ENSG00000234166	0	2	10
ENSG00000237436	8	2	6
ENSG00000174950	0	0	0
ENSG00000235282	0	0	0
ENSG00000055070	5459	3854	4054
ENSG00000175087	184	94	90
ENSG00000171735	1346	708	638
ENSG00000157191	4776	2417	2360
ENSG00000284699	3	0	3
ENSG00000229985	0	0	0
ENSG00000230035	0	0	0
ENSG00000235185	0	0	0
ENSG00000236782	6	234	204
ENSG00000116663	161	74	88
ENSG00000225643	0	0	0
ENSG00000284666	0	0	0
ENSG00000243659	1	0	1
ENSG00000228943	0	0	0
ENSG00000232848	0	0	0
ENSG00000234397	0	0	0
ENSG00000284309	0	0	0
ENSG00000269925	11	5	6
ENSG00000162511	1157	887	821
ENSG00000158014	0	0	0
ENSG00000204138	2063	1033	1030
ENSG00000233419	0	0	0
ENSG00000235263	0	0	0
ENSG00000228176	0	0	0
ENSG00000231251	0	0	0
ENSG00000142675	7	4	3
ENSG00000197245	184	100	84
ENSG00000261025	0	0	0
ENSG00000116237	3925	2120	2261
ENSG00000158195	10079	5029	5051
ENSG00000130772	458	228	230
ENSG00000215899	0	0	0
ENSG00000237429	1	0	1
ENSG00000271398	0	0	0
ENSG00000225011	0	0	0
ENSG00000240731	72	32	40
ENSG00000235069	0	0	0
ENSG00000284676	0	0	0
ENSG00000237058	0	0	1
ENSG00000233399	0	0	0
ENSG00000090020	4651	2354	2297
ENSG00000225990	0	0	0
ENSG00000157978	1185	594	591
ENSG00000226944	6	4	3
ENSG00000270282	0	0	0
ENSG00000130770	2703	1390	1314
ENSG00000235131	0	0	0
ENSG00000229044	1	355	332
ENSG00000162512	1137	577	560
ENSG00000179840	0	0	0
ENSG00000272449	66	37	29
ENSG00000214973	5	3	2
ENSG00000158006	234	109	125
ENSG00000214812	0	0	0
ENSG00000142784	2529	1315	1214
ENSG00000227950	0	0	0
ENSG00000126698	5077	2562	2517
ENSG00000229447	9	6	3
ENSG00000229607	0	0	0
ENSG00000229994	38	23	15
ENSG00000130766	1038	535	503
ENSG00000168528	3037	1546	1491
ENSG00000196581	0	0	0
ENSG00000169403	13	2	11
ENSG00000117676	436	219	217
ENSG00000225126	0	0	0
ENSG00000084628	5	4	1
ENSG00000060688	1165	598	567
ENSG00000171612	430	225	205
ENSG00000241169	0	0	0
ENSG00000270927	0	0	0
ENSG00000188910	0	0	0
ENSG00000230523	0	0	0
ENSG00000116138	1019	573	552
ENSG00000231207	0	0	0
ENSG00000142765	3	0	3
ENSG00000158161	1135	564	571
ENSG00000270330	0	0	0
ENSG00000142684	0	201	231
ENSG00000234619	0	0	1
ENSG00000121769	29	17	13
ENSG00000157330	1	1	0
ENSG00000142627	29063	14613	14454
ENSG00000284668	0	0	0
ENSG00000233234	0	0	0
ENSG00000142632	177	102	87
ENSG00000234593	0	0	0
ENSG00000162490	43	22	21
ENSG00000158292	366	178	188
ENSG00000270605	22	10	13
ENSG00000238199	0	0	1
ENSG00000142733	789	410	379
ENSG00000189337	141	60	85
ENSG00000270601	0	0	0
ENSG00000233268	0	0	0
ENSG00000232912	4	1	5
ENSG00000235084	10	6	4
ENSG00000235143	0	0	0
ENSG00000225478	0	0	0
ENSG00000225077	6	201	211
ENSG00000028137	312	166	146
ENSG00000223944	0	0	0
ENSG00000238249	0	0	0
ENSG00000227409	2	123	127
ENSG00000204464	1	0	1
ENSG00000233372	0	0	0
ENSG00000283259	0	0	0
ENSG00000142687	1810	933	1017
ENSG00000284543	10	5	5
ENSG00000226166	0	0	0
ENSG00000130939	2628	1329	1299
ENSG00000175147	0	6	7
ENSG00000236266	1	19	21
ENSG00000127472	3	3	0
ENSG00000231103	0	0	0
ENSG00000060656	154	74	80
ENSG00000163867	256	123	133
ENSG00000232768	0	0	0
ENSG00000230214	0	0	0
ENSG00000189280	0	0	0
ENSG00000134698	812	421	391
ENSG00000134690	224	112	112
ENSG00000272420	0	0	0
ENSG00000224333	0	0	0
ENSG00000132881	237	111	126
ENSG00000273274	1	1	0
ENSG00000116251	1774	894	929
ENSG00000272510	0	42	45
ENSG00000158286	472	285	292
ENSG00000236648	0	0	0
ENSG00000232273	2	1	1
ENSG00000009709	0	0	0
ENSG00000287396	0	0	0
ENSG00000179002	0	0	0
ENSG00000223589	0	0	0
ENSG00000188984	0	0	0
ENSG00000229259	0	0	0
ENSG00000270171	0	0	0
ENSG00000158008	1	1	0
ENSG00000269732	0	0	0
ENSG00000130940	33	24	35
ENSG00000116771	51	26	44
ENSG00000237301	0	0	0
ENSG00000162585	1298	736	792
ENSG00000163879	95	71	55
ENSG00000227527	1	0	1
ENSG00000169991	2480	1240	1240
ENSG00000116954	847	425	422
ENSG00000228589	81	31	50
ENSG00000163873	0	0	0
ENSG00000117215	0	0	0
ENSG00000196449	504	479	440
ENSG00000250575	0	0	0
ENSG00000237700	0	0	0
ENSG00000116661	517	365	318
ENSG00000230163	0	23	16
