N_unmapped	2360923	2360923	2360923
N_multimapping	0	0	0
N_noFeature	1769615	22005526	22166149
N_ambiguous	5317366	1241800	1233965
ENSG00000186827	25	10	15
ENSG00000186891	0	0	0
ENSG00000160072	2663	1339	1324
ENSG00000260179	12	6	6
ENSG00000234396	1	3	5
ENSG00000225972	18	9	10
ENSG00000224315	0	0	0
ENSG00000198744	41	22	19
ENSG00000279928	8	2	6
ENSG00000228037	6	4	2
ENSG00000142611	0	0	0
ENSG00000225630	218	130	88
ENSG00000131584	3481	1825	1899
ENSG00000227589	0	0	0
ENSG00000237402	0	0	0
ENSG00000284616	0	0	0
ENSG00000169972	387	388	356
ENSG00000157911	656	945	851
ENSG00000269896	5	2	3
ENSG00000237973	1474	889	878
ENSG00000224051	1500	723	777
ENSG00000228463	16	10	6
ENSG00000260972	0	0	0
ENSG00000157933	3400	1693	1707
ENSG00000162591	8815	4352	4464
ENSG00000224340	0	0	0
ENSG00000270035	0	0	0
ENSG00000169962	31	20	21
ENSG00000226545	0	0	0
ENSG00000233653	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	0	0
ENSG00000116285	1360	702	663
ENSG00000229280	0	0	0
ENSG00000142655	1144	959	807
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000284646	0	0	0
ENSG00000240409	2	0	3
ENSG00000229344	29	7	33
ENSG00000231510	0	0	0
ENSG00000149527	31	15	16
ENSG00000284739	0	0	0
ENSG00000171621	4655	2311	2344
ENSG00000272235	1	1	0
ENSG00000236679	0	0	0
ENSG00000284694	0	0	0
ENSG00000162441	817	429	393
ENSG00000230021	2	173	128
ENSG00000271264	0	0	0
ENSG00000287356	21	13	11
ENSG00000224387	1	0	1
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000227372	938	532	560
ENSG00000142583	1	1	0
ENSG00000223663	1	0	1
ENSG00000284674	0	0	0
ENSG00000272161	1	0	1
ENSG00000237094	34	16	19
ENSG00000224338	0	0	0
ENSG00000074800	67260	33394	33886
ENSG00000116786	3809	2216	2198
ENSG00000287727	8	3	5
ENSG00000176022	1757	887	870
ENSG00000223989	0	162	134
ENSG00000228423	2	1	1
ENSG00000286448	0	0	0
ENSG00000162496	1011	525	490
ENSG00000237365	0	0	0
ENSG00000131686	0	0	0
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	1	0	1
ENSG00000162494	0	0	1
ENSG00000173614	329	170	159
ENSG00000248527	4992	2453	2539
ENSG00000237728	0	0	0
ENSG00000215720	0	0	0
ENSG00000279804	0	0	0
ENSG00000241326	0	0	0
ENSG00000285701	0	0	0
ENSG00000233623	1	0	1
ENSG00000162592	0	70	63
ENSG00000116254	14	10	4
ENSG00000049245	5646	2810	2836
ENSG00000233645	0	0	0
ENSG00000234064	0	0	0
ENSG00000204624	7	7	4
ENSG00000284708	1	1	0
ENSG00000171603	10450	5347	5250
ENSG00000280113	0	0	0
ENSG00000142606	4	426	402
ENSG00000235146	0	0	0
ENSG00000162572	193	97	96
ENSG00000225931	2	1	1
ENSG00000236601	0	0	0
ENSG00000171729	664	330	340
ENSG00000228150	7	6	6
ENSG00000175262	3	1	2
ENSG00000279457	188	82	106
ENSG00000162571	0	0	0
ENSG00000231181	1	0	1
ENSG00000238173	0	0	0
ENSG00000158109	5173	2648	2526
ENSG00000229393	0	0	0
ENSG00000269978	2	2	0
ENSG00000037637	1023	505	518
ENSG00000184163	17	11	6
ENSG00000287586	0	0	0
ENSG00000159423	598	307	291
ENSG00000142599	7912	3961	3952
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	1293	712	734
ENSG00000272482	1	5	3
ENSG00000284747	11	8	8
ENSG00000215912	13	8	8
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000142615	1	0	1
ENSG00000215704	4	2	8
ENSG00000157916	4108	2581	2667
ENSG00000157881	1286	664	622
ENSG00000116213	777	378	399
ENSG00000283611	0	0	0
ENSG00000238290	1	1	0
ENSG00000225387	0	0	0
ENSG00000048707	2049	1099	950
ENSG00000158748	0	0	0
ENSG00000235643	0	0	0
ENSG00000225196	0	0	0
ENSG00000130762	120	59	61
ENSG00000162444	0	0	0
ENSG00000279169	0	0	0
ENSG00000279625	0	0	0
ENSG00000180758	204	91	113
ENSG00000231219	0	0	0
ENSG00000184677	1920	956	965
ENSG00000230679	1	10	11
ENSG00000270136	1	0	1
ENSG00000132879	1427	765	770
ENSG00000187545	0	0	0
ENSG00000288398	140	65	75
ENSG00000224621	11	5	6
ENSG00000239810	0	0	0
ENSG00000285833	0	0	4
ENSG00000116721	0	0	0
ENSG00000215785	1	1	0
ENSG00000131697	698	385	365
ENSG00000284692	0	0	0
ENSG00000284745	0	0	0
ENSG00000280222	1	1	0
ENSG00000188807	921	481	440
ENSG00000227634	0	0	0
ENSG00000198793	3975	2036	2119
ENSG00000078900	6	7	10
ENSG00000285945	0	0	0
ENSG00000171819	0	0	0
ENSG00000229162	0	0	0
ENSG00000197921	0	0	0
ENSG00000233755	0	0	0
ENSG00000116288	6341	3207	3134
ENSG00000238164	58	310	337
ENSG00000233929	2	0	2
ENSG00000271742	0	0	0
ENSG00000226396	33	26	7
ENSG00000232423	0	0	0
ENSG00000229247	0	0	0
ENSG00000169504	23995	11987	12008
ENSG00000224311	0	0	0
ENSG00000225159	47	22	25
ENSG00000272088	2	0	2
ENSG00000228338	0	0	0
ENSG00000181773	80	46	34
ENSG00000241547	24	15	10
ENSG00000224129	0	0	0
ENSG00000234166	0	10	11
ENSG00000237436	5	4	1
ENSG00000174950	0	0	0
ENSG00000235282	1	1	0
ENSG00000055070	6231	4657	4572
ENSG00000175087	202	108	94
ENSG00000171735	1334	689	645
ENSG00000157191	4985	2555	2430
ENSG00000284699	0	0	0
ENSG00000229985	0	0	1
ENSG00000230035	0	0	0
ENSG00000235185	0	0	0
ENSG00000236782	1	216	214
ENSG00000116663	167	91	76
ENSG00000225643	0	0	0
ENSG00000284666	0	0	0
ENSG00000243659	0	0	0
ENSG00000228943	0	0	0
ENSG00000232848	0	0	0
ENSG00000234397	0	0	1
ENSG00000284309	0	0	0
ENSG00000269925	17	9	8
ENSG00000162511	1681	1268	1296
ENSG00000158014	0	0	0
ENSG00000204138	2258	1085	1173
ENSG00000233419	0	0	0
ENSG00000235263	0	0	0
ENSG00000228176	0	0	0
ENSG00000231251	0	0	0
ENSG00000142675	8	6	3
ENSG00000197245	193	110	83
ENSG00000261025	0	0	0
ENSG00000116237	5071	2823	2842
ENSG00000158195	9930	5032	4898
ENSG00000130772	490	269	221
ENSG00000215899	0	0	0
ENSG00000237429	1	0	1
ENSG00000271398	1	1	1
ENSG00000225011	0	0	0
ENSG00000240731	102	47	55
ENSG00000235069	0	0	0
ENSG00000284676	0	0	0
ENSG00000237058	0	3	0
ENSG00000233399	0	0	0
ENSG00000090020	4782	2394	2388
ENSG00000225990	0	0	0
ENSG00000157978	1403	686	717
ENSG00000226944	7	6	5
ENSG00000270282	0	0	0
ENSG00000130770	2790	1432	1363
ENSG00000235131	0	0	0
ENSG00000229044	0	412	379
ENSG00000162512	1502	733	769
ENSG00000179840	0	0	0
ENSG00000272449	36	16	20
ENSG00000214973	4	1	3
ENSG00000158006	262	139	123
ENSG00000214812	1	1	0
ENSG00000142784	2479	1258	1221
ENSG00000227950	0	0	0
ENSG00000126698	6135	3109	3027
ENSG00000229447	11	8	3
ENSG00000229607	0	0	0
ENSG00000229994	42	16	26
ENSG00000130766	1121	596	525
ENSG00000168528	3503	1804	1699
ENSG00000196581	2	2	0
ENSG00000169403	4	2	2
ENSG00000117676	581	276	305
ENSG00000225126	1	1	0
ENSG00000084628	14	5	9
ENSG00000060688	1534	798	736
ENSG00000171612	442	229	213
ENSG00000241169	0	0	0
ENSG00000270927	0	0	0
ENSG00000188910	1	0	1
ENSG00000230523	0	0	0
ENSG00000116138	1229	725	649
ENSG00000231207	1	1	0
ENSG00000142765	3	0	3
ENSG00000158161	1340	652	688
ENSG00000270330	0	0	0
ENSG00000142684	0	212	216
ENSG00000234619	1	1	0
ENSG00000121769	34	24	12
ENSG00000157330	0	0	0
ENSG00000142627	28349	14281	14074
ENSG00000284668	0	0	0
ENSG00000233234	0	0	0
ENSG00000142632	193	114	100
ENSG00000234593	0	0	0
ENSG00000162490	55	33	22
ENSG00000158292	386	165	221
ENSG00000270605	32	13	24
ENSG00000238199	3	0	3
ENSG00000142733	1125	560	565
ENSG00000189337	248	129	126
ENSG00000270601	0	0	0
ENSG00000233268	0	0	0
ENSG00000232912	5	2	4
ENSG00000235084	11	2	9
ENSG00000235143	0	0	0
ENSG00000225478	0	0	0
ENSG00000225077	6	263	273
ENSG00000028137	313	157	156
ENSG00000223944	0	0	0
ENSG00000238249	0	0	0
ENSG00000227409	2	152	163
ENSG00000204464	0	0	0
ENSG00000233372	0	0	0
ENSG00000283259	0	0	0
ENSG00000142687	2206	1243	1140
ENSG00000284543	14	9	5
ENSG00000226166	0	0	0
ENSG00000130939	2869	1417	1452
ENSG00000175147	2	6	9
ENSG00000236266	1	34	28
ENSG00000127472	3	2	1
ENSG00000231103	0	0	0
ENSG00000060656	225	116	109
ENSG00000163867	341	168	173
ENSG00000232768	0	0	0
ENSG00000230214	0	0	0
ENSG00000189280	2	0	2
ENSG00000134698	992	465	527
ENSG00000134690	942	467	475
ENSG00000272420	0	0	0
ENSG00000224333	0	0	0
ENSG00000132881	220	101	119
ENSG00000273274	1	1	0
ENSG00000116251	2026	1059	998
ENSG00000272510	0	46	72
ENSG00000158286	379	245	245
ENSG00000236648	0	0	0
ENSG00000232273	0	0	0
ENSG00000009709	0	0	0
ENSG00000287396	0	0	0
ENSG00000179002	0	0	0
ENSG00000223589	0	0	0
ENSG00000188984	0	0	0
ENSG00000229259	0	0	0
ENSG00000270171	0	0	0
ENSG00000158008	5	1	4
ENSG00000269732	0	0	0
ENSG00000130940	25	19	25
ENSG00000116771	69	59	38
ENSG00000237301	0	0	0
ENSG00000162585	1374	811	803
ENSG00000163879	90	68	57
ENSG00000227527	4	4	0
ENSG00000169991	2853	1367	1486
ENSG00000116954	1015	487	528
ENSG00000228589	88	34	55
ENSG00000163873	2	2	0
ENSG00000117215	0	0	0
ENSG00000196449	657	483	498
ENSG00000250575	0	0	0
ENSG00000237700	0	0	0
ENSG00000116661	396	268	236
ENSG00000230163	0	28	40
ENSG00000227538	0	0	0
ENSG00000232208	0	0	0
ENSG00000236500	0	0	0
ENSG00000044012	0	0	0
ENSG00000179051	4492	2504	2478
ENSG00000215895	37	13	24
ENSG00000231868	1	1	1
ENSG00000284650	0	0	0
ENSG00000237329	0	0	0
ENSG00000236948	0	0	0
ENSG00000270850	0	0	0
ENSG00000126067	4750	2361	2389
ENSG00000274944	0	0	0
ENSG00000132906	408	241	173
ENSG00000197312	1298	719	579
ENSG00000284748	0	0	0
ENSG00000272078	0	8	11
ENSG00000173660	4282	2154	2135
ENSG00000224592	0	0	0
ENSG00000233728	0	11	5
